Round: 1
Created: paoletti0 (distance: 76, speed: 2, health: 2)
Destroyed: garcia227 (distance: 182, speed: 7, health: 0)
Destroyed: potatobot1574 (distance: 235, speed: 8, health: 0)
Destroyed: bing1408 (distance: 232, speed: 8, health: 0)
Destroyed: cris3 (distance: 106, speed: 4, health: 0)
Destroyed: darden1018 (distance: 141, speed: 5, health: 0)
Destroyed: darden379 (distance: 132, speed: 5, health: 0)
Destroyed: fee303 (distance: 183, speed: 7, health: 0)
Destroyed: potatobot188 (distance: 107, speed: 4, health: 0)
Destroyed: bing1390 (distance: 239, speed: 8, health: 0)
Destroyed: cris1290 (distance: 203, speed: 7, health: 0)
Destroyed: cris876 (distance: 85, speed: 3, health: 0)
At the end of round 7, the median zombie lifetime is 1
Round: 8
Moved: paoletti0 (distance: 62, speed: 2, health: 2)
Moved: bing4 (distance: 134, speed: 3, health: 4)
Moved: noah7 (distance: 126, speed: 1, health: 5)
Moved: potatobot8 (distance: 129, speed: 3, health: 2)
Moved: paoletti9 (distance: 199, speed: 3, health: 3)
Moved: darden10 (distance: 145, speed: 5, health: 5)
Moved: garcia11 (distance: 107, speed: 3, health: 1)
Moved: cris12 (distance: 210, speed: 7, health: 2)
Moved: bing13 (distance: 54, speed: 2, health: 1)
Moved: will14 (distance: 219, speed: 2, health: 3)
Moved: fee15 (distance: 197, speed: 4, health: 1)
Moved: paoletti18 (distance: 157, speed: 2, health: 3)
Moved: darden19 (distance: 204, speed: 8, health: 4)
Moved: garcia29 (distance: 134, speed: 5, health: 5)
Moved: cris30 (distance: 195, speed: 4, health: 5)
Moved: bing31 (distance: 161, speed: 3, health: 3)
Moved: paoletti36 (distance: 236, speed: 3, health: 3)
Moved: darden37 (distance: 237, speed: 9, health: 3)
Moved: garcia38 (distance: 134, speed: 5, health: 2)
Moved: bing40 (distance: 211, speed: 3, health: 4)
Moved: will41 (distance: 109, speed: 2, health: 3)
Moved: fee42 (distance: 253, speed: 5, health: 3)
Moved: noah43 (distance: 143, speed: 2, health: 4)
Moved: bing49 (distance: 75, speed: 1, health: 5)
Moved: paoletti54 (distance: 98, speed: 1, health: 1)
Moved: bing58 (distance: 157, speed: 2, health: 5)
Moved: fee60 (distance: 235, speed: 7, health: 3)
Moved: darden64 (distance: 177, speed: 3, health: 3)
Moved: cris66 (distance: 235, speed: 7, health: 3)
Moved: bing67 (distance: 140, speed: 2, health: 2)
Moved: will68 (distance: 260, speed: 3, health: 1)
Moved: fee69 (distance: 172, speed: 4, health: 1)
Moved: potatobot71 (distance: 119, speed: 1, health: 4)
Moved: cris75 (distance: 199, speed: 7, health: 2)
Moved: bing76 (distance: 89, speed: 3, health: 1)
Moved: noah79 (distance: 191, speed: 4, health: 2)
Moved: potatobot80 (distance: 191, speed: 3, health: 1)
Moved: paoletti81 (distance: 266, speed: 1, health: 3)
Moved: darden82 (distance: 250, speed: 6, health: 2)
Moved: fee87 (distance: 81, speed: 1, health: 4)
Moved: darden91 (distance: 138, speed: 2, health: 1)
Moved: bing94 (distance: 250, speed: 2, health: 1)
Moved: noah97 (distance: 89, speed: 1, health: 5)
Moved: paoletti99 (distance: 80, speed: 2, health: 4)
Moved: cris102 (distance: 193, speed: 6, health: 2)
Moved: bing103 (distance: 195, speed: 6, health: 3)
Moved: noah106 (distance: 71, speed: 1, health: 3)
Moved: potatobot107 (distance: 231, speed: 9, health: 5)
Moved: paoletti108 (distance: 104, speed: 4, health: 5)
Moved: fee114 (distance: 181, speed: 1, health: 2)
Moved: darden118 (distance: 231, speed: 4, health: 1)
Moved: cris120 (distance: 263, speed: 1, health: 5)
Moved: potatobot125 (distance: 165, speed: 6, health: 4)
Moved: garcia128 (distance: 53, speed: 2, health: 4)
Moved: bing130 (distance: 230, speed: 2, health: 1)
Moved: fee132 (distance: 42, speed: 1, health: 2)
Moved: paoletti135 (distance: 159, speed: 3, health: 2)
Moved: fee141 (distance: 137, speed: 1, health: 3)
Moved: darden145 (distance: 283, speed: 1, health: 5)
Moved: garcia146 (distance: 157, speed: 2, health: 5)
Moved: will149 (distance: 238, speed: 3, health: 5)
Moved: garcia155 (distance: 75, speed: 1, health: 5)
Moved: cris156 (distance: 265, speed: 2, health: 5)
Moved: bing157 (distance: 215, speed: 6, health: 5)
Moved: potatobot161 (distance: 247, speed: 5, health: 4)
Moved: darden163 (distance: 171, speed: 3, health: 3)
Moved: garcia164 (distance: 86, speed: 2, health: 5)
Moved: cris165 (distance: 244, speed: 3, health: 2)
Moved: bing166 (distance: 207, speed: 2, health: 4)
Moved: fee168 (distance: 129, speed: 5, health: 5)
Moved: cris174 (distance: 149, speed: 5, health: 1)
Moved: bing175 (distance: 272, speed: 3, health: 2)
Moved: will176 (distance: 230, speed: 8, health: 2)
Moved: paoletti180 (distance: 236, speed: 4, health: 1)
Moved: will185 (distance: 228, speed: 1, health: 4)
Moved: fee186 (distance: 139, speed: 3, health: 2)
Moved: noah187 (distance: 206, speed: 6, health: 5)
Moved: darden190 (distance: 156, speed: 1, health: 5)
Moved: garcia191 (distance: 221, speed: 4, health: 3)
Moved: cris192 (distance: 140, speed: 5, health: 1)
Moved: will194 (distance: 39, speed: 1, health: 2)
Moved: potatobot197 (distance: 260, speed: 1, health: 5)
Moved: paoletti198 (distance: 238, speed: 7, health: 2)
Moved: will203 (distance: 146, speed: 2, health: 1)
Moved: bing211 (distance: 148, speed: 4, health: 3)
Moved: will212 (distance: 180, speed: 2, health: 3)
Moved: fee213 (distance: 256, speed: 6, health: 5)
Moved: noah214 (distance: 130, speed: 5, health: 5)
Moved: paoletti216 (distance: 207, speed: 3, health: 3)
Moved: darden217 (distance: 88, speed: 2, health: 1)
Moved: garcia218 (distance: 141, speed: 3, health: 3)
Moved: noah223 (distance: 202, speed: 6, health: 5)
Moved: potatobot224 (distance: 210, speed: 1, health: 5)
Moved: noah232 (distance: 165, speed: 4, health: 5)
Moved: darden244 (distance: 94, speed: 3, health: 2)
Moved: cris246 (distance: 248, speed: 6, health: 5)
Moved: potatobot251 (distance: 126, speed: 1, health: 5)
Moved: darden253 (distance: 215, speed: 3, health: 5)
Moved: garcia254 (distance: 154, speed: 5, health: 3)
Moved: cris255 (distance: 205, speed: 7, health: 2)
Moved: bing256 (distance: 207, speed: 2, health: 4)
Moved: will257 (distance: 271, speed: 4, health: 1)
Moved: potatobot260 (distance: 216, speed: 8, health: 2)
Moved: garcia263 (distance: 233, speed: 5, health: 2)
Moved: cris264 (distance: 113, speed: 2, health: 5)
Moved: darden271 (distance: 277, speed: 2, health: 5)
Moved: garcia272 (distance: 262, speed: 4, health: 3)
Moved: fee276 (distance: 261, speed: 2, health: 3)
Moved: noah277 (distance: 128, speed: 2, health: 3)
Moved: potatobot278 (distance: 61, speed: 2, health: 3)
Moved: cris282 (distance: 242, speed: 2, health: 2)
Moved: bing283 (distance: 264, speed: 4, health: 1)
Moved: will284 (distance: 217, speed: 5, health: 4)
Moved: potatobot287 (distance: 83, speed: 3, health: 5)
Moved: darden289 (distance: 127, speed: 4, health: 4)
Moved: garcia290 (distance: 255, speed: 3, health: 3)
Moved: fee294 (distance: 217, speed: 5, health: 3)
Moved: darden298 (distance: 111, speed: 3, health: 5)
Moved: garcia299 (distance: 225, speed: 8, health: 3)
Moved: cris300 (distance: 278, speed: 1, health: 3)
Moved: bing301 (distance: 239, speed: 8, health: 5)
Moved: noah304 (distance: 172, speed: 6, health: 3)
Moved: paoletti306 (distance: 200, speed: 3, health: 5)
Moved: garcia308 (distance: 98, speed: 2, health: 1)
Moved: cris309 (distance: 254, speed: 3, health: 5)
Moved: fee312 (distance: 250, speed: 7, health: 1)
Moved: potatobot314 (distance: 121, speed: 2, health: 4)
Moved: paoletti315 (distance: 207, speed: 1, health: 4)
Moved: will320 (distance: 209, speed: 5, health: 2)
Moved: noah322 (distance: 89, speed: 1, health: 1)
Moved: paoletti324 (distance: 277, speed: 2, health: 1)
Moved: darden325 (distance: 162, speed: 6, health: 4)
Moved: garcia326 (distance: 212, speed: 5, health: 3)
Moved: cris327 (distance: 200, speed: 5, health: 5)
Moved: bing328 (distance: 225, speed: 3, health: 4)
Moved: will329 (distance: 227, speed: 1, health: 5)
Moved: fee330 (distance: 204, speed: 8, health: 4)
Moved: potatobot332 (distance: 197, speed: 7, health: 4)
Moved: paoletti333 (distance: 215, speed: 8, health: 5)
Moved: darden334 (distance: 205, speed: 5, health: 2)
Moved: garcia335 (distance: 172, speed: 4, health: 1)
Moved: cris336 (distance: 183, speed: 3, health: 5)
Moved: bing337 (distance: 251, speed: 2, health: 5)
Moved: will338 (distance: 132, speed: 3, health: 4)
Moved: noah340 (distance: 152, speed: 4, health: 4)
Moved: potatobot341 (distance: 208, speed: 2, health: 4)
Moved: garcia344 (distance: 195, speed: 3, health: 4)
Moved: cris345 (distance: 148, speed: 2, health: 1)
Moved: fee348 (distance: 143, speed: 4, health: 3)
Moved: paoletti351 (distance: 59, speed: 1, health: 1)
Moved: potatobot359 (distance: 243, speed: 7, health: 5)
Moved: paoletti360 (distance: 189, speed: 6, health: 4)
Moved: darden361 (distance: 194, speed: 7, health: 3)
Moved: garcia362 (distance: 232, speed: 1, health: 2)
Moved: garcia371 (distance: 219, speed: 8, health: 2)
Moved: cris372 (distance: 141, speed: 2, health: 2)
Moved: bing373 (distance: 206, speed: 4, health: 4)
Moved: will374 (distance: 185, speed: 3, health: 4)
Moved: paoletti378 (distance: 53, speed: 2, health: 2)
Moved: cris381 (distance: 232, speed: 7, health: 4)
Moved: bing382 (distance: 209, speed: 1, health: 1)
Moved: will383 (distance: 99, speed: 1, health: 3)
Moved: darden388 (distance: 157, speed: 3, health: 4)
Moved: garcia389 (distance: 112, speed: 3, health: 1)
Moved: will392 (distance: 218, speed: 3, health: 1)
Moved: bing400 (distance: 173, speed: 6, health: 4)
Moved: paoletti405 (distance: 168, speed: 6, health: 2)
Moved: darden406 (distance: 264, speed: 3, health: 1)
Moved: will410 (distance: 242, speed: 5, health: 4)
Moved: noah412 (distance: 30, speed: 1, health: 4)
Moved: potatobot413 (distance: 121, speed: 3, health: 2)
Moved: darden415 (distance: 199, speed: 6, health: 2)
Moved: garcia416 (distance: 180, speed: 1, health: 3)
Moved: will419 (distance: 180, speed: 4, health: 3)
Moved: fee420 (distance: 251, speed: 6, health: 4)
Moved: potatobot422 (distance: 173, speed: 3, health: 4)
Moved: paoletti423 (distance: 219, speed: 5, health: 1)
Moved: darden424 (distance: 105, speed: 1, health: 5)
Moved: cris426 (distance: 211, speed: 1, health: 3)
Moved: fee429 (distance: 117, speed: 1, health: 1)
Moved: potatobot431 (distance: 196, speed: 5, health: 3)
Moved: garcia434 (distance: 65, speed: 2, health: 2)
Moved: will437 (distance: 243, speed: 8, health: 5)
Moved: fee438 (distance: 275, speed: 3, health: 5)
Moved: potatobot440 (distance: 265, speed: 5, health: 4)
Moved: darden442 (distance: 148, speed: 4, health: 3)
Moved: noah448 (distance: 206, speed: 6, health: 4)
Moved: paoletti450 (distance: 192, speed: 5, health: 5)
Moved: darden451 (distance: 239, speed: 4, health: 3)
Moved: garcia452 (distance: 249, speed: 3, health: 3)
Moved: will455 (distance: 266, speed: 4, health: 2)
Moved: fee456 (distance: 238, speed: 4, health: 5)
Moved: paoletti459 (distance: 176, speed: 2, health: 2)
Moved: garcia461 (distance: 242, speed: 6, health: 3)
Moved: cris462 (distance: 273, speed: 2, health: 4)
Moved: bing463 (distance: 102, speed: 1, health: 5)
Moved: will464 (distance: 148, speed: 5, health: 4)
Moved: darden469 (distance: 146, speed: 2, health: 5)
Moved: will473 (distance: 264, speed: 2, health: 1)
Moved: cris480 (distance: 241, speed: 4, health: 4)
Moved: fee483 (distance: 226, speed: 3, health: 5)
Moved: darden487 (distance: 194, speed: 7, health: 3)
Moved: cris489 (distance: 137, speed: 3, health: 1)
Moved: bing490 (distance: 182, speed: 3, health: 1)
Moved: fee492 (distance: 211, speed: 2, health: 1)
Moved: garcia497 (distance: 225, speed: 3, health: 5)
Moved: cris498 (distance: 219, speed: 4, health: 1)
Moved: potatobot503 (distance: 198, speed: 7, health: 4)
Moved: darden505 (distance: 169, speed: 6, health: 4)
Moved: cris507 (distance: 98, speed: 2, health: 5)
Moved: bing508 (distance: 87, speed: 3, health: 1)
Moved: potatobot512 (distance: 206, speed: 1, health: 3)
Moved: paoletti513 (distance: 191, speed: 1, health: 4)
Moved: darden514 (distance: 143, speed: 4, health: 2)
Moved: garcia515 (distance: 174, speed: 3, health: 5)
Moved: cris516 (distance: 82, speed: 3, health: 5)
Moved: will518 (distance: 200, speed: 6, health: 3)
Moved: fee519 (distance: 196, speed: 1, health: 2)
Moved: noah520 (distance: 203, speed: 1, health: 2)
Moved: potatobot521 (distance: 147, speed: 2, health: 3)
Moved: cris525 (distance: 263, speed: 3, health: 4)
Moved: will527 (distance: 243, speed: 4, health: 4)
Moved: darden532 (distance: 206, speed: 1, health: 2)
Moved: will536 (distance: 243, speed: 3, health: 3)
Moved: fee537 (distance: 197, speed: 3, health: 2)
Moved: noah538 (distance: 179, speed: 6, health: 4)
Moved: potatobot539 (distance: 196, speed: 6, health: 4)
Moved: paoletti540 (distance: 118, speed: 4, health: 2)
Moved: garcia542 (distance: 215, speed: 3, health: 5)
Moved: bing544 (distance: 38, speed: 1, health: 3)
Moved: fee546 (distance: 224, speed: 5, health: 4)
Moved: potatobot548 (distance: 62, speed: 1, health: 3)
Moved: paoletti549 (distance: 195, speed: 4, health: 4)
Moved: darden550 (distance: 153, speed: 5, health: 3)
Moved: garcia551 (distance: 231, speed: 1, health: 5)
Moved: cris561 (distance: 108, speed: 3, health: 2)
Moved: bing562 (distance: 247, speed: 7, health: 2)
Moved: potatobot566 (distance: 137, speed: 4, health: 1)
Moved: darden568 (distance: 228, speed: 5, health: 4)
Moved: cris570 (distance: 209, speed: 1, health: 1)
Moved: paoletti576 (distance: 222, speed: 4, health: 5)
Moved: will581 (distance: 273, speed: 4, health: 1)
Moved: fee582 (distance: 215, speed: 7, health: 4)
Moved: potatobot584 (distance: 227, speed: 7, health: 4)
Moved: paoletti585 (distance: 138, speed: 1, health: 4)
Moved: garcia587 (distance: 194, speed: 1, health: 3)
Moved: cris588 (distance: 242, speed: 3, health: 2)
Moved: will590 (distance: 180, speed: 2, health: 1)
Moved: darden595 (distance: 135, speed: 1, health: 5)
Moved: noah610 (distance: 220, speed: 6, health: 5)
Moved: darden613 (distance: 182, speed: 7, health: 5)
Moved: garcia614 (distance: 234, speed: 4, health: 5)
Moved: cris615 (distance: 94, speed: 1, health: 2)
Moved: bing616 (distance: 260, speed: 5, health: 1)
Moved: will617 (distance: 117, speed: 3, health: 2)
Moved: fee618 (distance: 226, speed: 3, health: 1)
Moved: darden622 (distance: 253, speed: 2, health: 3)
Moved: cris624 (distance: 257, speed: 4, health: 5)
Moved: will626 (distance: 229, speed: 8, health: 4)
Moved: fee627 (distance: 213, speed: 1, health: 1)
Moved: noah628 (distance: 258, speed: 7, health: 4)
Moved: darden631 (distance: 176, speed: 6, health: 4)
Moved: garcia632 (distance: 274, speed: 4, health: 3)
Moved: will635 (distance: 116, speed: 2, health: 2)
Moved: fee636 (distance: 139, speed: 1, health: 4)
Moved: bing643 (distance: 159, speed: 2, health: 5)
Moved: will644 (distance: 129, speed: 2, health: 3)
Moved: paoletti648 (distance: 268, speed: 3, health: 3)
Moved: darden649 (distance: 108, speed: 4, health: 3)
Moved: garcia650 (distance: 220, speed: 7, health: 3)
Moved: fee654 (distance: 262, speed: 4, health: 4)
Moved: darden658 (distance: 240, speed: 8, health: 1)
Moved: garcia659 (distance: 249, speed: 1, health: 4)
Moved: bing661 (distance: 132, speed: 4, health: 3)
Moved: will662 (distance: 236, speed: 5, health: 1)
Moved: fee663 (distance: 155, speed: 1, health: 3)
Moved: paoletti666 (distance: 218, speed: 7, health: 1)
Moved: darden667 (distance: 105, speed: 4, health: 4)
Moved: garcia668 (distance: 166, speed: 4, health: 4)
Moved: cris669 (distance: 244, speed: 4, health: 1)
Moved: potatobot674 (distance: 227, speed: 7, health: 4)
Moved: darden676 (distance: 60, speed: 2, health: 2)
Moved: garcia677 (distance: 131, speed: 4, health: 1)
Moved: cris678 (distance: 189, speed: 5, health: 1)
Moved: fee681 (distance: 275, speed: 3, health: 3)
Moved: paoletti684 (distance: 226, speed: 1, health: 4)
Moved: garcia686 (distance: 185, speed: 3, health: 3)
Moved: bing688 (distance: 174, speed: 2, health: 2)
Moved: fee690 (distance: 167, speed: 4, health: 2)
Moved: cris696 (distance: 138, speed: 1, health: 4)
Moved: noah700 (distance: 164, speed: 1, health: 2)
Moved: paoletti702 (distance: 239, speed: 5, health: 3)
Moved: garcia704 (distance: 208, speed: 7, health: 5)
Moved: cris705 (distance: 171, speed: 4, health: 3)
Moved: potatobot710 (distance: 225, speed: 6, health: 1)
Moved: paoletti711 (distance: 222, speed: 4, health: 1)
Moved: cris714 (distance: 208, speed: 4, health: 5)
Moved: fee717 (distance: 221, speed: 6, health: 3)
Moved: potatobot719 (distance: 219, speed: 6, health: 3)
Moved: paoletti720 (distance: 238, speed: 6, health: 4)
Moved: garcia722 (distance: 81, speed: 1, health: 5)
Moved: noah727 (distance: 237, speed: 3, health: 5)
Moved: paoletti729 (distance: 94, speed: 1, health: 1)
Moved: garcia731 (distance: 122, speed: 2, health: 1)
Moved: will734 (distance: 115, speed: 1, health: 5)
Moved: potatobot737 (distance: 157, speed: 6, health: 3)
Moved: paoletti738 (distance: 280, speed: 1, health: 3)
Moved: darden739 (distance: 207, speed: 6, health: 5)
Moved: cris741 (distance: 226, speed: 3, health: 2)
Moved: bing742 (distance: 210, speed: 3, health: 5)
Moved: will743 (distance: 178, speed: 5, health: 5)
Moved: fee744 (distance: 209, speed: 6, health: 3)
Moved: cris750 (distance: 258, speed: 6, health: 4)
Moved: bing751 (distance: 256, speed: 6, health: 3)
Moved: potatobot755 (distance: 195, speed: 4, health: 3)
Moved: paoletti756 (distance: 209, speed: 3, health: 5)
Moved: garcia758 (distance: 57, speed: 2, health: 5)
Moved: bing760 (distance: 127, speed: 2, health: 2)
Moved: will761 (distance: 141, speed: 3, health: 3)
Moved: fee762 (distance: 239, speed: 1, health: 2)
Moved: noah763 (distance: 178, speed: 2, health: 5)
Moved: potatobot764 (distance: 229, speed: 8, health: 4)
Moved: paoletti765 (distance: 154, speed: 1, health: 5)
Moved: noah772 (distance: 186, speed: 2, health: 4)
Moved: darden775 (distance: 206, speed: 6, health: 4)
Moved: darden784 (distance: 95, speed: 3, health: 4)
Moved: cris786 (distance: 166, speed: 2, health: 2)
Moved: fee789 (distance: 200, speed: 4, health: 3)
Moved: noah790 (distance: 244, speed: 3, health: 3)
Moved: potatobot791 (distance: 291, speed: 1, health: 5)
Moved: paoletti792 (distance: 176, speed: 4, health: 1)
Moved: darden793 (distance: 109, speed: 4, health: 1)
Moved: noah799 (distance: 240, speed: 4, health: 4)
Moved: garcia803 (distance: 201, speed: 5, health: 5)
Moved: fee807 (distance: 154, speed: 5, health: 4)
Moved: paoletti810 (distance: 249, speed: 3, health: 5)
Moved: garcia812 (distance: 251, speed: 1, health: 1)
Moved: cris813 (distance: 208, speed: 2, health: 2)
Moved: bing814 (distance: 223, speed: 1, health: 2)
Moved: will815 (distance: 209, speed: 4, health: 1)
Moved: fee816 (distance: 225, speed: 1, health: 4)
Moved: noah817 (distance: 244, speed: 4, health: 3)
Moved: paoletti819 (distance: 257, speed: 6, health: 4)
Moved: garcia821 (distance: 232, speed: 1, health: 2)
Moved: cris822 (distance: 231, speed: 7, health: 3)
Moved: cris831 (distance: 190, speed: 5, health: 2)
Moved: bing832 (distance: 44, speed: 1, health: 1)
Moved: will833 (distance: 103, speed: 3, health: 1)
Moved: noah835 (distance: 78, speed: 1, health: 5)
Moved: darden838 (distance: 58, speed: 2, health: 4)
Moved: garcia839 (distance: 253, speed: 4, health: 2)
Moved: cris840 (distance: 107, speed: 3, health: 2)
Moved: will842 (distance: 264, speed: 1, health: 3)
Moved: potatobot845 (distance: 279, speed: 1, health: 1)
Moved: garcia848 (distance: 217, speed: 4, health: 4)
Moved: cris849 (distance: 274, speed: 4, health: 2)
Moved: bing850 (distance: 150, speed: 2, health: 5)
Moved: will851 (distance: 249, speed: 5, health: 4)
Moved: fee852 (distance: 74, speed: 1, health: 1)
Moved: potatobot854 (distance: 288, speed: 2, health: 2)
Moved: paoletti855 (distance: 276, speed: 2, health: 2)
Moved: will860 (distance: 40, speed: 1, health: 1)
Moved: fee861 (distance: 139, speed: 4, health: 4)
Moved: darden865 (distance: 224, speed: 5, health: 3)
Moved: garcia866 (distance: 156, speed: 4, health: 4)
Moved: bing868 (distance: 182, speed: 6, health: 3)
Moved: will869 (distance: 274, speed: 5, health: 5)
Moved: paoletti873 (distance: 227, speed: 4, health: 1)
Moved: darden874 (distance: 165, speed: 4, health: 5)
Moved: garcia875 (distance: 132, speed: 2, health: 5)
Moved: garcia884 (distance: 132, speed: 4, health: 3)
Moved: bing886 (distance: 108, speed: 3, health: 5)
Moved: will887 (distance: 225, speed: 4, health: 2)
Moved: fee888 (distance: 132, speed: 2, health: 5)
Moved: paoletti891 (distance: 204, speed: 2, health: 2)
Moved: garcia893 (distance: 249, speed: 1, health: 5)
Moved: bing895 (distance: 208, speed: 1, health: 5)
Moved: will896 (distance: 259, speed: 2, health: 3)
Moved: fee897 (distance: 186, speed: 4, health: 1)
Moved: paoletti900 (distance: 122, speed: 4, health: 2)
Moved: darden901 (distance: 177, speed: 6, health: 2)
Moved: fee906 (distance: 101, speed: 2, health: 5)
Moved: garcia911 (distance: 273, speed: 1, health: 1)
Moved: fee915 (distance: 165, speed: 4, health: 3)
Moved: noah916 (distance: 215, speed: 4, health: 5)
Moved: potatobot917 (distance: 254, speed: 4, health: 5)
Moved: darden919 (distance: 230, speed: 6, health: 4)
Moved: garcia920 (distance: 199, speed: 3, health: 5)
Moved: bing922 (distance: 239, speed: 2, health: 3)
Moved: fee924 (distance: 182, speed: 4, health: 2)
Moved: paoletti927 (distance: 253, speed: 7, health: 5)
Moved: darden928 (distance: 197, speed: 4, health: 2)
Moved: garcia929 (distance: 137, speed: 2, health: 1)
Moved: cris930 (distance: 248, speed: 4, health: 2)
Moved: potatobot935 (distance: 42, speed: 1, health: 1)
Moved: paoletti936 (distance: 265, speed: 7, health: 1)
Moved: bing940 (distance: 281, speed: 3, health: 4)
Moved: fee942 (distance: 101, speed: 2, health: 3)
Moved: darden946 (distance: 235, speed: 3, health: 1)
Moved: bing949 (distance: 225, speed: 8, health: 3)
Moved: darden964 (distance: 260, speed: 5, health: 4)
Moved: cris966 (distance: 210, speed: 7, health: 4)
Moved: bing967 (distance: 260, speed: 8, health: 3)
Moved: fee969 (distance: 254, speed: 3, health: 5)
Moved: noah970 (distance: 249, speed: 6, health: 3)
Moved: paoletti972 (distance: 227, speed: 6, health: 1)
Moved: darden973 (distance: 124, speed: 1, health: 5)
Moved: garcia974 (distance: 184, speed: 3, health: 5)
Moved: cris975 (distance: 83, speed: 1, health: 2)
Moved: bing976 (distance: 223, speed: 2, health: 1)
Moved: fee978 (distance: 74, speed: 1, health: 4)
Moved: noah979 (distance: 173, speed: 6, health: 1)
Moved: paoletti981 (distance: 222, speed: 5, health: 4)
Moved: bing985 (distance: 175, speed: 4, health: 4)
Moved: cris993 (distance: 267, speed: 2, health: 1)
Moved: bing994 (distance: 236, speed: 2, health: 3)
Moved: fee996 (distance: 128, speed: 1, health: 2)
Moved: potatobot998 (distance: 267, speed: 5, health: 2)
Moved: garcia1001 (distance: 261, speed: 1, health: 4)
Moved: will1004 (distance: 177, speed: 5, health: 3)
Moved: noah1006 (distance: 237, speed: 7, health: 1)
Moved: garcia1010 (distance: 230, speed: 3, health: 2)
Moved: fee1014 (distance: 279, speed: 4, health: 2)
Moved: noah1015 (distance: 127, speed: 3, health: 5)
Moved: garcia1019 (distance: 282, speed: 3, health: 2)
Moved: will1022 (distance: 262, speed: 1, health: 2)
Moved: noah1024 (distance: 276, speed: 4, health: 3)
Moved: paoletti1026 (distance: 202, speed: 7, health: 4)
Moved: cris1029 (distance: 121, speed: 2, health: 5)
Moved: will1031 (distance: 208, speed: 1, health: 4)
Moved: fee1032 (distance: 130, speed: 2, health: 4)
Moved: noah1033 (distance: 57, speed: 1, health: 1)
Moved: paoletti1035 (distance: 246, speed: 3, health: 5)
Moved: garcia1037 (distance: 224, speed: 5, health: 1)
Moved: cris1038 (distance: 263, speed: 1, health: 2)
Moved: fee1041 (distance: 189, speed: 3, health: 5)
Moved: noah1042 (distance: 71, speed: 2, health: 1)
Moved: paoletti1044 (distance: 57, speed: 2, health: 3)
Moved: bing1048 (distance: 252, speed: 5, health: 2)
Moved: will1049 (distance: 115, speed: 3, health: 5)
Moved: paoletti1053 (distance: 221, speed: 8, health: 4)
Moved: darden1054 (distance: 197, speed: 6, health: 5)
Moved: garcia1055 (distance: 215, speed: 3, health: 4)
Moved: cris1056 (distance: 203, speed: 7, health: 1)
Moved: will1058 (distance: 185, speed: 4, health: 2)
Moved: fee1059 (distance: 236, speed: 6, health: 5)
Moved: noah1060 (distance: 220, speed: 5, health: 4)
Moved: potatobot1061 (distance: 198, speed: 6, health: 3)
Moved: paoletti1062 (distance: 158, speed: 5, health: 2)
Moved: will1067 (distance: 202, speed: 5, health: 3)
Moved: fee1068 (distance: 142, speed: 3, health: 5)
Moved: garcia1073 (distance: 69, speed: 2, health: 1)
Moved: cris1074 (distance: 223, speed: 7, health: 2)
Moved: bing1075 (distance: 116, speed: 2, health: 2)
Moved: will1076 (distance: 238, speed: 2, health: 5)
Moved: fee1077 (distance: 127, speed: 3, health: 2)
Moved: noah1078 (distance: 63, speed: 1, health: 1)
Moved: darden1081 (distance: 98, speed: 1, health: 2)
Moved: cris1083 (distance: 110, speed: 1, health: 4)
Moved: fee1086 (distance: 57, speed: 2, health: 4)
Moved: paoletti1089 (distance: 140, speed: 3, health: 2)
Moved: darden1090 (distance: 271, speed: 1, health: 4)
Moved: garcia1091 (distance: 103, speed: 3, health: 3)
Moved: bing1093 (distance: 69, speed: 2, health: 1)
Moved: noah1096 (distance: 258, speed: 7, health: 1)
Moved: potatobot1097 (distance: 237, speed: 5, health: 2)
Moved: paoletti1098 (distance: 274, speed: 1, health: 3)
Moved: darden1099 (distance: 237, speed: 7, health: 2)
Moved: will1103 (distance: 198, speed: 1, health: 5)
Moved: potatobot1106 (distance: 192, speed: 5, health: 4)
Moved: darden1108 (distance: 137, speed: 1, health: 4)
Moved: garcia1109 (distance: 207, speed: 3, health: 2)
Moved: potatobot1115 (distance: 154, speed: 4, health: 3)
Moved: paoletti1116 (distance: 165, speed: 2, health: 1)
Moved: cris1119 (distance: 290, speed: 2, health: 4)
Moved: bing1120 (distance: 203, speed: 7, health: 1)
Moved: fee1122 (distance: 222, speed: 7, health: 4)
Moved: potatobot1124 (distance: 208, speed: 1, health: 2)
Moved: darden1126 (distance: 149, speed: 2, health: 5)
Moved: will1130 (distance: 194, speed: 2, health: 3)
Moved: fee1131 (distance: 240, speed: 7, health: 3)
Moved: darden1135 (distance: 168, speed: 4, health: 5)
Moved: garcia1136 (distance: 196, speed: 6, health: 5)
Moved: cris1137 (distance: 230, speed: 8, health: 5)
Moved: fee1140 (distance: 218, speed: 2, health: 3)
Moved: garcia1145 (distance: 102, speed: 3, health: 5)
Moved: bing1147 (distance: 137, speed: 3, health: 3)
Moved: fee1149 (distance: 190, speed: 1, health: 2)
Moved: noah1150 (distance: 242, speed: 5, health: 4)
Moved: paoletti1152 (distance: 203, speed: 4, health: 3)
Moved: cris1155 (distance: 281, speed: 3, health: 5)
Moved: noah1159 (distance: 199, speed: 4, health: 4)
Moved: potatobot1160 (distance: 136, speed: 4, health: 4)
